"filename", "language", "Properties", "Markdown", "HTML", "JSON", "JavaScript", "Vue", "SCSS", "CSS", "XML", "comment", "blank", "total"
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/RighterBar.vue", "Vue", 0, 0, 0, 0, 0, 222, 0, 0, 0, 18, 15, 255
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/Sidebar/FixiOSBug.js", "JavaScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 2, 1, 27
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/Sidebar/Item.vue", "Vue", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 30
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/Sidebar/Link.vue", "Vue", 0, 0, 0, 0, 0, 38, 0, 0, 0, 1, 5, 44
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/Sidebar/SidebarItem.vue", "Vue", 0, 0, 0, 0, 0, 116, 0, 0, 0, 5, 11, 132
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/Sidebar/index.vue", "Vue", 0, 0, 0, 0, 0, 95, 0, 0, 0, 3, 6, 104
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/TagsView.vue", "Vue", 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 8, 54
"/Users/sunshine/git/nrcp/bms/src/components/layout/components/index.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 5
"/Users/sunshine/git/nrcp/bms/src/components/layout/mixin/ResizeHandler.js", "JavaScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 4, 42
"/Users/sunshine/git/nrcp/bms/src/components/menus.js", "JavaScript", 0, 0, 0, 0, 118, 0, 0, 0, 0, 1, 1, 120
"/Users/sunshine/git/nrcp/bms/src/components/redirect/index.vue", "Vue", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/Users/sunshine/git/nrcp/bms/src/directives/index.js", "JavaScript", 0, 0, 0, 0, 112, 0, 0, 0, 0, 165, 16, 293
"/Users/sunshine/git/nrcp/bms/src/main.js", "JavaScript", 0, 0, 0, 0, 58, 0, 0, 0, 0, 23, 27, 108
"/Users/sunshine/git/nrcp/bms/src/mixins/anotherAuth.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"/Users/sunshine/git/nrcp/bms/src/router/apply.js", "JavaScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 1, 24
"/Users/sunshine/git/nrcp/bms/src/router/client.js", "JavaScript", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 1, 82
"/Users/sunshine/git/nrcp/bms/src/router/datum.js", "JavaScript", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 1, 53
"/Users/sunshine/git/nrcp/bms/src/router/demo.js", "JavaScript", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 1, 61
"/Users/sunshine/git/nrcp/bms/src/router/finance.js", "JavaScript", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 1, 83
"/Users/sunshine/git/nrcp/bms/src/router/goods.js", "JavaScript", 0, 0, 0, 0, 54, 0, 0, 0, 0, 18, 1, 73
"/Users/sunshine/git/nrcp/bms/src/router/index.js", "JavaScript", 0, 0, 0, 0, 75, 0, 0, 0, 0, 3, 6, 84
"/Users/sunshine/git/nrcp/bms/src/router/intelligentOperation.js", "JavaScript", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 2, 61
"/Users/sunshine/git/nrcp/bms/src/router/order.js", "JavaScript", 0, 0, 0, 0, 179, 0, 0, 0, 0, 0, 1, 180
"/Users/sunshine/git/nrcp/bms/src/router/profile.js", "JavaScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 1, 45
"/Users/sunshine/git/nrcp/bms/src/router/set.js", "JavaScript", 0, 0, 0, 0, 92, 0, 0, 0, 0, 19, 1, 112
"/Users/sunshine/git/nrcp/bms/src/router/shop.js", "JavaScript", 0, 0, 0, 0, 112, 0, 0, 0, 0, 116, 17, 245
"/Users/sunshine/git/nrcp/bms/src/store/getters.js", "JavaScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 24
"/Users/sunshine/git/nrcp/bms/src/store/index.js", "JavaScript", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 4, 36
"/Users/sunshine/git/nrcp/bms/src/store/modules/app.js", "JavaScript", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 3, 68
"/Users/sunshine/git/nrcp/bms/src/store/modules/client.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"/Users/sunshine/git/nrcp/bms/src/store/modules/data.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"/Users/sunshine/git/nrcp/bms/src/store/modules/decorate.js", "JavaScript", 0, 0, 0, 0, 80, 0, 0, 0, 0, 18, 21, 119
"/Users/sunshine/git/nrcp/bms/src/store/modules/menu.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"/Users/sunshine/git/nrcp/bms/src/store/modules/permission.js", "JavaScript", 0, 0, 0, 0, 106, 0, 0, 0, 0, 14, 14, 134
"/Users/sunshine/git/nrcp/bms/src/store/modules/set.js", "JavaScript", 0, 0, 0, 0, 29, 0, 0, 0, 0, 1, 5, 35
"/Users/sunshine/git/nrcp/bms/src/store/modules/shop.js", "JavaScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 3, 5, 54
